Ticket ID,Customer Name,Product Purchased,Ticket Type,Ticket Subject,Ticket Description,Customer Satisfaction Rating
11824,Customer,VerizonSupport,Support inquiry,"@VerizonSupport Yes, the SD feed is so blurry at times that ","CONVERSATION HISTORY:
Customer: @VerizonSupport yes, it affects all TVs but it doesn't impact commercials. It's a slight choppiness and blurriness during the game broadcast
Agent: @118164 Thank you, if commercials are not impacted it may be the broadcasters. Is the SD broadcast also having similar issues? ^JRA

CURRENT MESSAGE:
@VerizonSupport Yes, the SD feed is so blurry at times that it's hard to tell what's going on.",
11830,Customer,AskPlayStation,Support inquiry,@AskPlayStation Im following,"CONVERSATION HISTORY:
Customer: @AskPlayStation dm
Agent: @118311 Hi there, Glad to help! Please make sure you are following us, so we can assist you better via a Direct Message.

CURRENT MESSAGE:
@AskPlayStation Im following",
11836,Customer,AskPlayStation,Support inquiry,@AskPlayStation Done and done.,"CONVERSATION HISTORY:
Customer: Why does this keep happening @AskPlayStation? OW and the PS4 are both up to date. I can't risk placements with this ish. https://t.co/Y5ozFoBrsr
Agent: @118312  Here to assist! Troubleshooting steps for the error code CE-34878-0 are available here: https://t.co/W7AhTUulnd
Customer: @AskPlayStation Everything is appropriately updated and there is no camera. My #1 Orisa NA dreams are dying.
Agent: @118312 Please follow us via Twitter and let us know so we can send you a DM with further instructions. Thanks!

CURRENT MESSAGE:
@AskPlayStation Done and done.",
11885,Customer,MicrosoftHelps,Support inquiry,@MicrosoftHelps Hey - I'm not entirely sure; it sort of reso,"CONVERSATION HISTORY:
Customer: https://t.co/iLD1l6kRgL any idea why I'm seeing this @MicrosoftHelps? I'm also seeing inconsistent lag in Chrome and other apps.
Customer: @MicrosoftHelps I'm running Windows FCU 1709, and an Asus Prime X370-Pro motherboard. Let me know if you need any other info.
Agent: @118331 Hi. That's strange. Let's make sure that all your driver was updated. Here's how: https://t.co/paTrSXK1Xn. Update us.
Customer: @MicrosoftHelps Which drivers do you want me to check? My GPU is running Nvidia 388.00 (latest) and I've checked the System Firmware too.
Agent: @118331 Thank you for the info. Since the driver is already up-to-date. We suggest performing a clean boot: https://t.co/XbaHzIjbi4.
Customer: @MicrosoftHelps Hm, that's fixed it. I'll try selectively re-enabling things to see what it was.
Agent: @118331 Hello. Just doing a follow-up on your case. Are you still experiencing the issue?

CURRENT MESSAGE:
@MicrosoftHelps Hey - I'm not entirely sure; it sort of resolved itself. I suspect it might have been either a Windows or Nvidia update but I'm not sure 🤔",
11890,Customer,MicrosoftHelps,Support inquiry,@MicrosoftHelps Hi! Id like to clear a folder in my Programm,"CONVERSATION HISTORY:
Customer: @MicrosoftHelps How can i deactivate the Built in Administrator?
Agent: @118332 Hi! Let's investigate this. Which version of Windows are you using? What do you mean by built-in administrator?

CURRENT MESSAGE:
@MicrosoftHelps Hi! Id like to clear a folder in my Programm(x86) file, but everytime i get this message (In German). Oh,and i use Windows 10 Pro https://t.co/a7BEtXDiY1",
11895,Customer,MicrosoftHelps,Support inquiry,"@MicrosoftHelps Finally downloaded app but hangs on ""Just a ","CONVERSATION HISTORY:
Customer: @118334 At long last app downloaded, clicked Install, now hung on ""Just a moment..."". My net cnxn fine. U have server problems?
Agent: @118333 2/2 Store app or via Microsoft Store online?

CURRENT MESSAGE:
@MicrosoftHelps Finally downloaded app but hangs on ""Just a moment"" then times out.",
11909,Customer,MicrosoftHelps,Support inquiry,@MicrosoftHelps Says my information was not sufficient and s,"CONVERSATION HISTORY:
Customer: @MicrosoftHelps I can't reset my password and I can't talk to an agent as I need to log into my account please help
Agent: @118337 Let's work on this, Claire. Are you getting an error message when resetting your password? Send us a screenshot through DM.
Customer: @MicrosoftHelps Hi, I can't take a screen shot as it's the only place I'm logged in is there a way of someone telling me the password?
Agent: @118337 Thanks for the info. Let's try to reset your password using this link: https://t.co/JpnONEeZuA. Let us know how it goes. https://t.co/3qcAsLFkaY

CURRENT MESSAGE:
@MicrosoftHelps Says my information was not sufficient and submit a new form",
11918,Customer,AirbnbHelp,Support inquiry,@AirbnbHelp Thanks! Have sent you a DM!,"CONVERSATION HISTORY:
Customer: @118339 I just now returned from holiday &amp; want to leave positive review for a property, but app says it's too late, seems unfair on host
Agent: @118338 Hi there, we are here to help. Can you please DM us your email address? We would be able to locate your account and assist you. Thank you.

CURRENT MESSAGE:
@AirbnbHelp Thanks! Have sent you a DM!",
11925,Customer,idea_cares,Support inquiry,@idea_cares @116588 @116590 @118341 @15355  this is nothing ,"CONVERSATION HISTORY:
Customer: @116588 @116590 @118342 everyday getting threatening from  operator @116331 @118343 but now what??? https://t.co/LScx1QqfKF
Agent: @118340 We're awaiting for your response to resolve ur issue. Pls provide the same within next 24 hrs. Rgds, Idea Care
Customer: @idea_cares @116588 @116590 This decision given by supreme court of india. Already submitted many documents, done physical verification done. https://t.co/VHwewKPPGA
Agent: @118340 Sorry for the trouble. We would like to inform you that aadhaar linking is mandatory by government regulatory.
Rgds,
Darshan.

CURRENT MESSAGE:
@idea_cares @116588 @116590 @118341 @15355  this is nothing much them mentally physical harassment Indian Citizen. I think Government enjoy",
11935,Customer,JetBlue,Support inquiry,@JetBlue Terrific. Thanks for taking care of that. Strong cu,"CONVERSATION HISTORY:
Customer: Hey, @JetBlue. You change your departure time by 10 mins &amp; give my friends seats away. WTF?!!
Agent: @118344 Sorry to hear that, Patrick. Please have them reach out to   an airport crewmember for immediate assistance.
Customer: @JetBlue Not at airport. Flight is tomorrow. Pls fix this and guarantee them seats like they paid for.
Agent: @118344 We don't oversell our flights, so their seats are guaranteed. Please have them DM us their confirmation code. We'll take a look.
Customer: @JetBlue Ok. He just sent u DM w info. Pls help them out and guarantee seats together. Poor form to do that over a 10-min change in departure
Agent: @118344 Thanks! We'll see what we can do to help.

CURRENT MESSAGE:
@JetBlue Terrific. Thanks for taking care of that. Strong customer service, @JetBlue",
11952,Customer,AirAsiaSupport,Support inquiry,@AirAsiaSupport Thanks Anwar ..,"CONVERSATION HISTORY:
Customer: @AirAsiaSupport hi made a booking TK4YWC just now and made a typo in one of the passenger's names..  please help
Agent: @118349 what we can do for you =) Yana
Customer: @AirAsiaSupport Thanks yana.. booking number TK4YWC. Passenger name Ravishankar Parthasarathy (wrongly put as Ravishankar Parthasarathi) . DoB 7th July 1954
Agent: @118349 Hi There :) Name correction done! See you on board soon- Anwar

CURRENT MESSAGE:
@AirAsiaSupport Thanks Anwar ..",
11963,Customer,AskAmex,Support inquiry,@AskAmex no,"CONVERSATION HISTORY:
Customer: @AskAmex yo I need help with a gift card
Agent: @118350 Hi there, how may I help?
Customer: @AskAmex I tried adding the card to my PayPal and it said it was declined..just bought the card too. it's a prepaid
Agent: @118350 Was your purchase more than what you have available on the Card?

CURRENT MESSAGE:
@AskAmex no",
11982,Customer,AmazonHelp,Support inquiry,@AmazonHelp It's point less to actually fill this form.Since,"CONVERSATION HISTORY:
Customer: @AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!!
Should I pledge that I won't ever order from u?!
Agent: @118356 I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD
Customer: @AmazonHelp Many times..Always got them saying well deliver it by deadline...I hate your service now
Agent: @118356 Sorry about the delay with the order. Please share your details here: https://t.co/GIJyeYqKE0 and we'll check this. ^KA

CURRENT MESSAGE:
@AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..",
11992,Customer,AppleSupport,Support inquiry,@AppleSupport 11.1,"CONVERSATION HISTORY:
Customer: @115858 @AppleSupport your latest iOS update had made my phone slower and apps like iMessage are slow to open and load.  What’s up with this?
Agent: @118358 Hi. We are here to help. What is the specific iOS version that you have?

CURRENT MESSAGE:
@AppleSupport 11.1",
12000,Customer,AppleSupport,Support inquiry,@AppleSupport It’s happening in all my apps. I’m thinking th,"CONVERSATION HISTORY:
Customer: what’s up with the letter “i” man? pls fix. i’m annoyed. @115858 @AppleSupport
Agent: @118360 You've come to the right place. May we ask when you started to notice the situation?
Customer: @AppleSupport a couple of days ago. it’s been happening on a few of my friends’ phones as well.
Agent: @118360 Thank you for that info. Is this happening with all the apps or only a select few? https://t.co/GDrqU22YpT

CURRENT MESSAGE:
@AppleSupport It’s happening in all my apps. I’m thinking there’s a problem with the keyboard.",
12010,Customer,AppleSupport,Support inquiry,@AppleSupport So I sent you a DM and didn’t get a response. ,"CONVERSATION HISTORY:
Customer: @115858 so IOS 11 reduced avg battery life from 240 minutes to 96?? Seriously I would rather have my batter explode and get a new one...
Agent: @118362 We'd like to work with you. May we ask what type of iOS device you have? Let us know to get started.
Customer: @AppleSupport I app. the reply. Iphone 7+. Not finishing for an 8 or an X just fix the SW. I can’t go another week with the 7+
Agent: @118362 We're asking which version you're running as we released iOS 11.1 today. It may help address the issues you've been experiencing.
Customer: @AppleSupport No it doesn’t address.  Nothing even included about battery improvement on the SW release notes from what I can see.
Agent: @118362 We want to make sure your iPhone works the way you expect it to. Let's get paired up in DM to get started. https://t.co/GDrqU22YpT

CURRENT MESSAGE:
@AppleSupport So I sent you a DM and didn’t get a response. Are you actually willing to help or just trying to take it offline? Software upgrade was done",
12013,Customer,AppleSupport,Support inquiry,@118364 @118363 @AppleSupport @907 Who the hell got this kin,"CONVERSATION HISTORY:
Customer: Excuse me @115858 @AppleSupport:  when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!
Agent: @118363 We want your predictions to be accurate. Please DM us with the current version of iOS you have. https://t.co/GDrqU22YpT
Customer: @AppleSupport @118363 @AppleSupport me, @118361, and @907 are all having the same issue. Any fix?
Customer: @118364 @AppleSupport @118361 @907 Per Apple this is the fix... I’m not sure who they think has the time for all this.  They need to release and update &amp; stop playing https://t.co/fjqcdB68mM
Customer: @118363 @AppleSupport @118361 @907 Girl wtf?!?! Dis tew much 😰

CURRENT MESSAGE:
@118364 @118363 @AppleSupport @907 Who the hell got this kind of time 😂😂",
12023,Customer,AppleSupport,Support inquiry,@AppleSupport The only keyboard I️ have is whatever my iPhon,"CONVERSATION HISTORY:
Customer: @115858 why does my uppercase letter “I️” look so weird. Fix it please
Agent: @118366 We can help! What keyboards do you have added? Is this issue only occurring in messages, or in other applications as well?

CURRENT MESSAGE:
@AppleSupport The only keyboard I️ have is whatever my iPhone came with. It’s occurring in everything: messages, social media, emailing ect.",
12034,Customer,Uber_Support,Support inquiry,"@Uber_Support Right, I understand. What I don’t understand i","CONVERSATION HISTORY:
Customer: Just saw that my @115873 rating went down and I AM PISSED.
Agent: @118371 Find out more info about how are ratings determined here: https://t.co/kWptmPiR2h

CURRENT MESSAGE:
@Uber_Support Right, I understand. What I don’t understand is how my score went from a 5 to 4.82 after one trip when I didn’t do anything during my ride",
12076,Customer,SpotifyCares,Support inquiry,@SpotifyCares I'll check it out. Thank you,"CONVERSATION HISTORY:
Customer: Student? Get your fix of Premium. Play the songs you want, over and over. $5.99/mo. https://t.co/Mj07oJAmfY
Customer: @115888 My kids wanted premium but your student deals are only for college/ uni kids. Won't you consider the younger kids that are addicted to Spotify too?
Agent: @118383 2: You might be interested in Premium for Family. More info at https://t.co/KJ8ayuKPFM. Any questions, give us a shout 🙂 /KC

CURRENT MESSAGE:
@SpotifyCares I'll check it out. Thank you",
12117,Customer,British_Airways,Support inquiry,@British_Airways if your staff dont know how to do their job,"CONVERSATION HISTORY:
Customer: @British_Airways still no refund, your assistance comes every 12hrs &amp; no money since 17/10. Are you waiting for the problem to fix itself?
Agent: @118391 Hi Viviana, we have escalated this with our Refunds team today for you. They'll be in touch asap. ^Helen
Customer: @British_Airways @118393 @118391 I am still waiting 😒 https://t.co/7860yS2G9s
Agent: @118392 Hi Lara, we can't see the option to follow you, have you ever provided details for the funds you're waiting for? ^HP
Customer: @British_Airways This is what I was told and since then, no one contacted me asking about my email in order to provide further details. #refund https://t.co/7RoF4wNv9v
Agent: @118392 We're sorry you remain unhappy, Lara, but, as previously advised, we're not able to respond further to this matter. ^HP

CURRENT MESSAGE:
@British_Airways if your staff dont know how to do their job properly is not my problem",
12129,Customer,TMobileHelp,Support inquiry,@TMobileHelp It's not an individual account problem. People ,"CONVERSATION HISTORY:
Customer: . @115911 LTE in College Park, MD is messed up. Changing network mode to 4G as a workaround. You guys got a damaged tower?
Agent: @118394 🤔 Hmm, let's take a look at what's going on. Send us a DM. *KananiB

CURRENT MESSAGE:
@TMobileHelp It's not an individual account problem. People around me are experiencing same issue. I'm just letting u guys know. LTE is slowed to a crawl",
12143,Customer,TMobileHelp,Support inquiry,@TMobileHelp @118396 Gotta love bots. :),"CONVERSATION HISTORY:
Customer: Feels like a part of my life is missing with @118190 being down 😞 https://t.co/nN8ODqz7W1
Customer: @118398 @118190 It's working for me at this very moment.
Customer: @118396 @118398 Happy to hear that. Welcome back.
Customer: @118190 @118398 Now, we just have to sort @115911's crappy service in Canada. 😉
Agent: @118396 Happy to help if you need us, Mike! Just shoot us a DM and we'll assist with whatever you need *ErikS
Customer: @TMobileHelp I need you guys to stop ripping me off when living outside of the US.
Agent: @118396 We'd love to make sure you are on the best possible plan for your needs! Please DM me here: https://t.co/gAmFrAsnx1 *PatrickUllmann
Customer: @TMobileHelp I've been through this with you guys before, and you guys said you can't do anything else for me.
Agent: @118396 I understand! The good news is we are always here for you! *PatrickUllmann

CURRENT MESSAGE:
@TMobileHelp @118396 Gotta love bots. :)",
12154,Customer,AmericanAir,Support inquiry,@AmericanAir Done,"CONVERSATION HISTORY:
Customer: Can’t believe @AmericanAir used to be my favorite airline, it only takes one time to leave a bad taste in my mouth smh
Agent: @118402 We're sorry that this has been your experience, is there some way we can help?
Customer: @AmericanAir According to reservations when I spoke with them they said it was nothing that they could do smh
Agent: @118402 If we can take a look, then please DM your record locator and details.

CURRENT MESSAGE:
@AmericanAir Done",
12171,Customer,AmericanAir,Support inquiry,@AmericanAir @116462 I include them on my tweets. They don't,"CONVERSATION HISTORY:
Customer: EP on @AmericanAir who continues to not be able to do work. ""Great is what you want to be?"" Sorry, missed by a long shot.
Agent: @118406 We'll make sure to let our team know about this. Our friends @116462 can also take a look.

CURRENT MESSAGE:
@AmericanAir @116462 I include them on my tweets. They don't respond. You need to dump @116462. They are reflecting badly on @AmericanAir",
12187,Customer,UPSHelp,Support inquiry,@UPSHelp I sent you a DM. A service was still paid for but n,"CONVERSATION HISTORY:
Customer: @115817 3 out of 3 deliveries this week have missed their delivery date. One was 2 day air and one was shipped from 10 Miles away. Completely unacceptable
Agent: @118411 I apologize for any frustration caused! We are working to deliver packages as quickly as possible. Please use the link to DM your tracking number and delivery address if you have any questions. ^MM https://t.co/wKJHDXWGRQ

CURRENT MESSAGE:
@UPSHelp I sent you a DM. A service was still paid for but not provided. Even though you are working to deliver as quickly as possible this is deceptive.",
12198,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets How are you going help? Are you going to com,"CONVERSATION HISTORY:
Customer: Ever time I eat @ChipotleTweets I’m reminded why I don’t eat there #plasticrice
Agent: @118279 That doesn't sound good. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky

CURRENT MESSAGE:
@ChipotleTweets How are you going help? Are you going to come cook this 🍚",
12219,Customer,airtel_care,Support inquiry,"@airtel_care Hi,the above is not an Airtel Kenya number.^Jam","CONVERSATION HISTORY:
Customer: @airtel_care @118424 @116329 @118425 @118422 @80275 @80276 @117128 #MAKEMYSUBSCRIPTIONVALID #08124876140
Customer: @118423 @airtel_care kindly assist ^Jamo
Customer: @118422 @118423 @airtel_care Hello...kindly improve your network in vihiga county
Agent: @118421 @118422 Hello @118422, kindly assist with the stated complaint. Thank you.

CURRENT MESSAGE:
@airtel_care Hi,the above is not an Airtel Kenya number.^Jamo",
12222,Customer,airtel_care,Support inquiry,"@airtel_care i don't have airtel nobr again,bt U can call me","CONVERSATION HISTORY:
Customer: @airtel_care airtel is very funi, how can u be asking me to do welcome brk for #1200 , seriously dat bad of your netwrk,
Agent: @118426 Hello @118426, please be informed that SIM swap is free. However, you will be requested to pay for the SIM card. Kindly provide a mobile number we can reach you on for verbal communication. Thank you. ^ANopo

CURRENT MESSAGE:
@airtel_care i don't have airtel nobr again,bt U can call me on +2347036263955, plz i need to do D swap, am fedup of buyin new sim&amp;new nobr",
12231,Customer,ChaseSupport,Support inquiry,@ChaseSupport And what about payments *not happening* - that,"CONVERSATION HISTORY:
Customer: @ChaseSupport wow major issues w/new website. Paid CC, but I'm still told it's not paid. So I ended up paying it twice. AMEX figured this out 2 yrs ago, and even your own old site used to say Pmt owed: 0 as soon as you paid. I want to run from you!
Customer: @ChaseSupport also what's up with not letting me know you're about to log me out? 

Also, what's up with me having to click to get to a sign-in screen.... The fewer clicks the better, why did you make it MORE clicks, seriously?!!! I can do nothing on the site w/o sign in!
Customer: @ChaseSupport Also, what's up with not being able to submit feedback at the site? I'm given a phone number to call to leave feedback. Are you kidding?!!! I have to call a human past midnight &amp; deal w/wait times &amp; explain 5x before they get it? I can't type it out? It's 2017!
Agent: @118428 Hello, prior to being automatically logged off, a pop-up window will appear and ask if you want to stay logged on or log off. Also, you can visit this link https://t.co/vmskuwbnlQ to submit your feedback online. However, we filed a complaint on your behalf. ^RL

CURRENT MESSAGE:
@ChaseSupport And what about payments *not happening* - that has to be able to show earlier? I can't make a $3K payment &amp; 15min later still says unpaid?!",
12246,Customer,hulu_support,Support inquiry,"@hulu_support No, sorry, I’m not doing that. The World Serie","CONVERSATION HISTORY:
Customer: Pretty neat how @115940’s ‘live’ stream of the ballgame is two batters behind Twitter. 😑
Agent: @118434 We can let our team know you'd like to see it minimized. Due to the nature of streaming, there is a slight delay from cable.
Customer: @hulu_support Of course I want it minimized. It’s five minutes behind.  Don’t call it live if Twitter can spoil the result, you know?
Agent: @118434 Typically, the delay is less than that. Does this improve after working through: https://t.co/HXpLyTU79x? Is it hardwired?
Customer: @hulu_support It’s not my setup. Hulu just chugs at the most random moments. https://t.co/XtReKr5cSB
Agent: @118434 Your speeds look great, so let us know the device in use. For now, try rebooting your device &amp; modem/router for 1-2 mins.

CURRENT MESSAGE:
@hulu_support No, sorry, I’m not doing that. The World Series is on. Your app just keeps unilaterally stopping the stream. The issue is not my modem.",
12254,Customer,hulu_support,Support inquiry,@hulu_support Will provide info. BTW entire show is present ,"CONVERSATION HISTORY:
Customer: @hulu_support livetv only had half of danc w/ stars recorded and had commercials which shouldn’t. What’s up?
Agent: @118435 Since DVR content is recorded from the live feed, there will be ads present (https://t.co/srJXx4YRno). How long is the recording?
Customer: @hulu_support On live tv DVR, ~63 minutes. At Hulu online 85 via browser w/ no ads. This is first week with DVR ads and they are no-skip ads.
Agent: @118435 Gotcha! We'd like to gather a few additional details regarding this. When you have a chance, reach out: https://t.co/6YdK7bvQN7.

CURRENT MESSAGE:
@hulu_support Will provide info. BTW entire show is present this AM and commercials are gone.",
12269,Customer,sprintcare,Support inquiry,"@sprintcare Im sorry, but it has been 40 days, and the servi","CONVERSATION HISTORY:
Customer: You are the worst cellphone company in PUERTO RICO @115714 https://t.co/8VyagspYV0
Agent: @118439 Hi there! What makes you feel this way? -RL
Customer: @sprintcare You're the worst, period.
Agent: @118439 That's not the way we want you to feel. We keep working hard to restore the service completely in the island. -JT

CURRENT MESSAGE:
@sprintcare Im sorry, but it has been 40 days, and the service in Puerto Rico is worst thsn ever. I can't even communicate with my family well.",
12281,Customer,Ask_Spectrum,Support inquiry,@Ask_Spectrum Thank you!,"CONVERSATION HISTORY:
Customer: do i need to have seen Purge 1 to enjoy Purge 2?
Customer: @118441 define enjoy, when talking about that series.
Customer: @118442 lol... understand

told you netflix options were garbage. this is spectrum's on demand which is 🚮 too
Agent: @118441 Hello, If you are having any issues with On Demand, please send me a DM and I will be glad to assist you. -STS
Customer: @Ask_Spectrum just the free movie options, sorry. thanks for checking in 😬
Agent: @118441 No problem. If you do need anything or have any questions please reach out to us. -STS

CURRENT MESSAGE:
@Ask_Spectrum Thank you!",
12284,Customer,Ask_Spectrum,Support inquiry,@Ask_Spectrum Peace,"CONVERSATION HISTORY:
Customer: @115955 called your customer service. Was a waste of time, did not help
Agent: @118443 My apologies for any frustration. Is there anything I may be able to help with? ^AP .

CURRENT MESSAGE:
@Ask_Spectrum Peace",
12288,Customer,Ask_Spectrum,Support inquiry,"@Ask_Spectrum It came back on. Now, can you just leave it on","CONVERSATION HISTORY:
Customer: @Ask_Spectrum can your internet service stop sucking for maybe 20 minutes? Thanks in advance.
Agent: @118444 I apologize for the inconvenience. I will be glad to assist you. Can you DM me your Name and acct # or phone #? -JB
Customer: @Ask_Spectrum No, can you just turn the internet back on and make the sucking stop?
Agent: @118444 I will be glad to take a look at this for you. If you change your mind we are here 24/7 -JB

CURRENT MESSAGE:
@Ask_Spectrum It came back on. Now, can you just leave it on and stop turning it off? Is there a switch there that you guys just fiddle with?",
12299,Customer,Ask_Spectrum,Support inquiry,@Ask_Spectrum @115955 @ask_spectrum Maybe my payment just wo,"CONVERSATION HISTORY:
Customer: @115955 why is your customer service so pathetic? Still waiting on my ""appointment"" that was from 6:00-7:00 pm
Customer: @115955 @115955 I can assure you technician 26480 is not at my house even though  he texted 1.5 hours ago he was OTW
Agent: @118445 I certainly apologize for any inconvenience Alison. Has anyone been able to look into this matter for you, or did... https://t.co/IonKnAnfaT

CURRENT MESSAGE:
@Ask_Spectrum @115955 @ask_spectrum Maybe my payment just won't show up this month ~ I'm sure I would get a call then.",
12303,Customer,Ask_Spectrum,Support inquiry,@Ask_Spectrum I can’t access my account number because im pa,"CONVERSATION HISTORY:
Customer: @Ask_Spectrum is there an internet outage in 91604?
Agent: @118446 I do apologize for the inconvenience and I will be happy to help. Can you DM me your account number? -JP
Agent: @118446 I do apologize for the inconvenience and I will be happy to help. Can you DM me your account number? -JP

CURRENT MESSAGE:
@Ask_Spectrum I can’t access my account number because im paperless and can’t get on the internet to access it.",
12318,Customer,VerizonSupport,Support inquiry,@VerizonSupport Feed for the World Series has been extremely,"CONVERSATION HISTORY:
Customer: Is anyone else getting a choppy feed for the World Series game?
Customer: @115725
Agent: @118452 Good evening, what can we do for you today? ^RMD

CURRENT MESSAGE:
@VerizonSupport Feed for the World Series has been extremely choppy all game, please help",
12326,Customer,AskPlayStation,Support inquiry,@AskPlayStation Thanks,"CONVERSATION HISTORY:
Customer: @AskPlayStation @117353 I bought Fortnite on the primary account, Now my sister wants to play it but can't play it on her account
Agent: @118455 Sorry to hear that, Please try activating the system as primary under both accounts, More details: https://t.co/1ujqlIfdag
Customer: @AskPlayStation Can't you only have one primary account per console?
Agent: @118455 Hi there, You can activate the system under this 2 accounts and set it  as the primary device under each account.
Customer: @AskPlayStation I activated both as primary and the other account still can't play it
Agent: @118455 Please restore licenses and try again. Steps here: https://t.co/WATnmgS37Z
Customer: @AskPlayStation Still isn't letting the other account play
Agent: @118455 Where are you located? Which country did you select to setup your account? Please provide us more details.
Customer: @AskPlayStation North America, NY more specifically. Both accounts were also set up in NY
Agent: @118455 We have sent you a Direct Message via Twitter with further instructions.

CURRENT MESSAGE:
@AskPlayStation Thanks",
12345,Customer,ChaseSupport,Support inquiry,@ChaseSupport This is only 200$ coupon. I had a mailer which,"CONVERSATION HISTORY:
Customer: @ChaseSupport Was looking to avail my coupon for 300$ for opening chase account But the bank was ill staffed and my account opening postponed to tomorrow. My coupon expires today. Plz help
Agent: @118458 Hi, you may request another coupon. Please click on the following link https://t.co/C8ty82AEkz to request a coupon. ^JR

CURRENT MESSAGE:
@ChaseSupport This is only 200$ coupon. I had a mailer which gave 300$ for checking account.",
12369,Customer,DropboxSupport,Support inquiry,@DropboxSupport Thank u support team heads up to all iOS use,"CONVERSATION HISTORY:
Customer: @DropboxSupport are you guys still having log in issues? Via desktop and Xbox dvr website?!
Agent: @118466 Hey there, it all looks good on our end. Are you still experiencing this issue? Let us know. Thanks!
Customer: @DropboxSupport Yes I am! I’m located in Hawaii. Everytime I try to log in via laptop cell phone it just returns me back to the log in page! Help me😩
Agent: @118466 ...that aspect out, and then contact the ISP/phone provider for more assistance on this matter. 2/2

CURRENT MESSAGE:
@DropboxSupport Thank u support team heads up to all iOS users: be sure cookies allowed are turned off 🤗😬 thanks again!",
12379,Customer,XboxSupport,Support inquiry,@XboxSupport That is frustrating advice...it's not that I wa,"CONVERSATION HISTORY:
Customer: @XboxSupport Can you please confirm whether the ""Xbox Select"" voice command was removed, or if this is temporary? https://t.co/rTs4zYNiVS
Agent: @118467 Hi there! Can you test if this still works with the Cortana commands?  ^BL
Customer: @XboxSupport Cortana recognizes it, but it doesn't work the same way. Specifically, I can't use it in some apps, such as Crunchyroll. Home &amp; Store work.
Agent: @118467 Correct, some of the voice commands have been removed or switched to Cortana commans. ^CO
Customer: @XboxSupport Please pass on my disappointment. We used ""Xbox Select"" daily. The Cortana version lacks app functionality, and Cortana commands are slower.
Agent: @118467 If that is something you would like to see change, you can let your voice be heard here: https://t.co/xzPtJXQjgy  ^RR

CURRENT MESSAGE:
@XboxSupport That is frustrating advice...it's not that I want to see it change, I just want functionality back that I've had since Day One 2013!!",
12388,Customer,idea_cares,Support inquiry,@idea_cares What is the time line to resolve a issue. If you,"CONVERSATION HISTORY:
Customer: @116331 I am sufferer even after paying bills on 6th Oct while last date of payment is 20th Oct.
Customer: @116331 what happned still waited for concrete reply.
Customer: @116331 What you are bear. You simply deactivate my services and activated the same after repayment of bills. Tell me what you bear.
Agent: @118469 We are working on this to get it resolved at the earliest. Please bear with us for some time. Rgds, Amit

CURRENT MESSAGE:
@idea_cares What is the time line to resolve a issue. If you are working on it then why your company deactivate my both the number.",
12407,Customer,AlaskaAir,Support inquiry,"@AlaskaAir 4 weeks?! An AA flight, that I took 6 wks ago, to","CONVERSATION HISTORY:
Customer: @AlaskaAir how long should it take for miles to credit to my account from flights on virgin america? Been 3.5 weeks now.
Customer: @AlaskaAir can I please get a response? I don’t think I’ve ever had to wait close to 8 hours before I got a response in the past.
Agent: @118472 The process is currently take up to 4 weeks for VX flights to credit on your AS mileage plan. -Sean

CURRENT MESSAGE:
@AlaskaAir 4 weeks?! An AA flight, that I took 6 wks ago, took 5 days. Ridiculous. I’ll add this to my list of reasons I’m not retaining MVP status.",
12424,Customer,AzureSupport,Support inquiry,"@AzureSupport Thanks. If it helps, the specific use case is ","CONVERSATION HISTORY:
Customer: @AzureSupport hi! Azure AD has a limit under which it’s free. What happens if an org has two directories each under limit but together over?
Agent: @118479 Great question! We are looking into this and will have a response soon. ^MM

CURRENT MESSAGE:
@AzureSupport Thanks. If it helps, the specific use case is a corporate directory, then a separate directory for external customers.",
12434,Customer,AirAsiaSupport,Support inquiry,@AirAsiaSupport What i meant is that..usually the staff will,"CONVERSATION HISTORY:
Customer: Hi, @AirAsiaSupport how to retrieve baggage tag no? apparently the staff at the counter forgot to attach my baggage tag barcode at my tix
Agent: @118481 Hi Nadia, may we have the booking number to check? -Miza
Customer: @AirAsiaSupport it's 👌 as my bag had also safely touchdown at the airport. But in future, is such things happened, what should I do? In case of lost bag
Agent: @118481 As the team will not accept baggage that is not properly tagged. Thank you and have a great day  -Ed

CURRENT MESSAGE:
@AirAsiaSupport What i meant is that..usually the staff will stick one of the barcode label from the baggage tag on to the pax tix. That barcode label",
